state,state_name,polymarket_event_id,polymarket_event_slug,polymarket_event_title,polymarket_event_url,polymarket_market_id,polymarket_market_slug,polymarket_market_question,polymarket_market_url,polymarket_embed_url,market_entity_name,market_entity_type,market_party_normalized,yes_probability,no_probability,last_trade_price,best_bid,best_ask,volume,liquidity,active,closed,event_updated_at,data_pulled_at,matched_fec_candidate_id,matched_candidate_name,matched_party,matched_party_normalized,candidate_match_status,candidate_match_count,candidate_match_candidates
NE,Nebraska,59204,nebraska-senate-election-winner,Nebraska Senate Election Winner,https://polymarket.com/event/nebraska-senate-election-winner,634893,will-an-independent-win-the-nebraska-senate-race-in-2026,Will an independent win the Nebraska Senate race in 2026?,https://polymarket.com/event/nebraska-senate-election-winner#634893,https://embed.polymarket.com/market?market=will-an-independent-win-the-nebraska-senate-race-in-2026&height=300,Independent,party,OTHER,0.3,0.7,0.3,0.29,0.31,706.7723,12089.1327,True,False,2026-05-03T09:50:17.870166Z,2026-05-03T09:51:06.817854+00:00,,,Independent,OTHER,party_market_waiting_for_selected_file,0,
NE,Nebraska,59204,nebraska-senate-election-winner,Nebraska Senate Election Winner,https://polymarket.com/event/nebraska-senate-election-winner,634891,will-the-democrats-win-the-nebraska-senate-race-in-2026,Will the Democrats win the Nebraska Senate race in 2026?,https://polymarket.com/event/nebraska-senate-election-winner#634891,https://embed.polymarket.com/market?market=will-the-democrats-win-the-nebraska-senate-race-in-2026&height=300,Democrat,party,DEM,0.0365,0.9635,0.036,0.036,0.037,61221.79486600002,15690.01341,True,False,2026-05-03T09:50:17.870166Z,2026-05-03T09:51:06.817838+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
NH,New Hampshire,57661,new-hampshire-senate-election-winner,New Hampshire Senate Election Winner,https://polymarket.com/event/new-hampshire-senate-election-winner,630844,will-the-democrats-win-the-new-hampshire-senate-race-in-2026,Will the Democrats win the New Hampshire Senate race in 2026?,https://polymarket.com/event/new-hampshire-senate-election-winner#630844,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-hampshire-senate-race-in-2026&height=300,Democrat,party,DEM,0.84,0.16,0.85,0.83,0.85,17744.898029999997,10074.0709,True,False,2026-05-03T09:50:17.30867Z,2026-05-03T09:51:06.817896+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
NH,New Hampshire,57661,new-hampshire-senate-election-winner,New Hampshire Senate Election Winner,https://polymarket.com/event/new-hampshire-senate-election-winner,630845,will-the-republicans-win-the-new-hampshire-senate-race-in-2026,Will the Republicans win the New Hampshire Senate race in 2026?,https://polymarket.com/event/new-hampshire-senate-election-winner#630845,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-hampshire-senate-race-in-2026&height=300,Republican,party,REP,0.17,0.83,0.16,0.16,0.18,7750.879737,10180.5962,True,False,2026-05-03T09:50:17.30867Z,2026-05-03T09:51:06.817911+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
NJ,New Jersey,57662,new-jersey-senate-election-winner,New Jersey Senate Election Winner,https://polymarket.com/event/new-jersey-senate-election-winner,630857,will-the-democrats-win-the-new-jersey-senate-race-in-2026,Will the Democrats win the New Jersey Senate race in 2026?,https://polymarket.com/event/new-jersey-senate-election-winner#630857,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-jersey-senate-race-in-2026&height=300,Democrat,party,DEM,0.955,0.045,0.93,0.95,0.96,8605.355396000004,12014.4174,True,False,2026-05-03T09:50:07.883065Z,2026-05-03T09:51:06.817933+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
NJ,New Jersey,57662,new-jersey-senate-election-winner,New Jersey Senate Election Winner,https://polymarket.com/event/new-jersey-senate-election-winner,630858,will-the-republicans-win-the-new-jersey-senate-race-in-2026,Will the Republicans win the New Jersey Senate race in 2026?,https://polymarket.com/event/new-jersey-senate-election-winner#630858,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-jersey-senate-race-in-2026&height=300,Republican,party,REP,0.037,0.963,0.035,0.029,0.045,8714.93947400001,13337.67163,True,False,2026-05-03T09:50:07.883065Z,2026-05-03T09:51:06.817947+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
NM,New Mexico,57663,new-mexico-senate-election-winner,New Mexico Senate Election Winner,https://polymarket.com/event/new-mexico-senate-election-winner,630870,will-the-democrats-win-the-new-mexico-senate-race-in-2026,Will the Democrats win the New Mexico Senate race in 2026?,https://polymarket.com/event/new-mexico-senate-election-winner#630870,https://embed.polymarket.com/market?market=will-the-democrats-win-the-new-mexico-senate-race-in-2026&height=300,Democrat,party,DEM,0.957,0.043,0.964,0.955,0.959,7945.033398000002,16341.19224,True,False,2026-05-03T09:50:17.07014Z,2026-05-03T09:51:06.818075+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
NM,New Mexico,57663,new-mexico-senate-election-winner,New Mexico Senate Election Winner,https://polymarket.com/event/new-mexico-senate-election-winner,630871,will-the-republicans-win-the-new-mexico-senate-race-in-2026,Will the Republicans win the New Mexico Senate race in 2026?,https://polymarket.com/event/new-mexico-senate-election-winner#630871,https://embed.polymarket.com/market?market=will-the-republicans-win-the-new-mexico-senate-race-in-2026&height=300,Republican,party,REP,0.0275,0.9725,0.021,0.023,0.032,5851.2132630000015,16407.83931,True,False,2026-05-03T09:50:17.07014Z,2026-05-03T09:51:06.818094+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
OH,Ohio,57682,ohio-senate-election-winner,Ohio Senate Election Winner,https://polymarket.com/event/ohio-senate-election-winner,631057,will-the-democrats-win-the-ohio-senate-race-in-2026,Will the Democrats win the Ohio Senate race in 2026?,https://polymarket.com/event/ohio-senate-election-winner#631057,https://embed.polymarket.com/market?market=will-the-democrats-win-the-ohio-senate-race-in-2026&height=300,Democrat,party,DEM,0.595,0.405,0.59,0.59,0.6,42281.30763699991,27029.5168,True,False,2026-05-03T09:50:15.109243Z,2026-05-03T09:51:06.818316+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
OH,Ohio,57682,ohio-senate-election-winner,Ohio Senate Election Winner,https://polymarket.com/event/ohio-senate-election-winner,631058,will-the-republicans-win-the-ohio-senate-race-in-2026,Will the Republicans win the Ohio Senate race in 2026?,https://polymarket.com/event/ohio-senate-election-winner#631058,https://embed.polymarket.com/market?market=will-the-republicans-win-the-ohio-senate-race-in-2026&height=300,Republican,party,REP,0.415,0.585,0.42,0.41,0.42,30884.109063999967,25734.9804,True,False,2026-05-03T09:50:15.109243Z,2026-05-03T09:51:06.818332+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
OK,Oklahoma,57679,oklahoma-senate-election-winner,Oklahoma Senate Election Winner,https://polymarket.com/event/oklahoma-senate-election-winner,631031,will-the-republicans-win-the-oklahoma-senate-race-in-2026,Will the Republicans win the Oklahoma Senate race in 2026?,https://polymarket.com/event/oklahoma-senate-election-winner#631031,https://embed.polymarket.com/market?market=will-the-republicans-win-the-oklahoma-senate-race-in-2026&height=300,Republican,party,REP,0.925,0.075,0.92,0.92,0.93,8120.945166,2621.5766,True,False,2026-05-03T09:50:08.890781Z,2026-05-03T09:51:06.818360+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
OK,Oklahoma,57679,oklahoma-senate-election-winner,Oklahoma Senate Election Winner,https://polymarket.com/event/oklahoma-senate-election-winner,631030,will-the-democrats-win-the-oklahoma-senate-race-in-2026,Will the Democrats win the Oklahoma Senate race in 2026?,https://polymarket.com/event/oklahoma-senate-election-winner#631030,https://embed.polymarket.com/market?market=will-the-democrats-win-the-oklahoma-senate-race-in-2026&height=300,Democrat,party,DEM,0.0695,0.9305,0.047,0.061,0.078,5195.022318,10506.38197,True,False,2026-05-03T09:50:08.890781Z,2026-05-03T09:51:06.818434+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
OR,Oregon,57667,oregon-senate-election-winner,Oregon Senate Election Winner,https://polymarket.com/event/oregon-senate-election-winner,630898,will-the-democrats-win-the-oregon-senate-race-in-2026,Will the Democrats win the Oregon Senate race in 2026?,https://polymarket.com/event/oregon-senate-election-winner#630898,https://embed.polymarket.com/market?market=will-the-democrats-win-the-oregon-senate-race-in-2026&height=300,Democrat,party,DEM,0.93,0.07,0.92,0.91,0.95,2490.8108180000013,11234.992,True,False,2026-05-03T09:50:09.49155Z,2026-05-03T09:51:06.818477+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
OR,Oregon,57667,oregon-senate-election-winner,Oregon Senate Election Winner,https://polymarket.com/event/oregon-senate-election-winner,630899,will-the-republicans-win-the-oregon-senate-race-in-2026,Will the Republicans win the Oregon Senate race in 2026?,https://polymarket.com/event/oregon-senate-election-winner#630899,https://embed.polymarket.com/market?market=will-the-republicans-win-the-oregon-senate-race-in-2026&height=300,Republican,party,REP,0.075,0.925,0.09,0.06,0.09,1040.0076319999998,13425.3583,True,False,2026-05-03T09:50:09.49155Z,2026-05-03T09:51:06.818462+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
RI,Rhode Island,57668,rhode-island-senate-election-winner,Rhode Island Senate Election Winner,https://polymarket.com/event/rhode-island-senate-election-winner,630911,will-the-democrats-win-the-rhode-island-senate-race-in-2026,Will the Democrats win the Rhode Island Senate race in 2026?,https://polymarket.com/event/rhode-island-senate-election-winner#630911,https://embed.polymarket.com/market?market=will-the-democrats-win-the-rhode-island-senate-race-in-2026&height=300,Democrat,party,DEM,0.91,0.09,0.91,0.9,0.92,4950.7873449999925,12100.0154,True,False,2026-05-03T09:50:17.02821Z,2026-05-03T09:51:06.818506+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
RI,Rhode Island,57668,rhode-island-senate-election-winner,Rhode Island Senate Election Winner,https://polymarket.com/event/rhode-island-senate-election-winner,630912,will-the-republicans-win-the-rhode-island-senate-race-in-2026,Will the Republicans win the Rhode Island Senate race in 2026?,https://polymarket.com/event/rhode-island-senate-election-winner#630912,https://embed.polymarket.com/market?market=will-the-republicans-win-the-rhode-island-senate-race-in-2026&height=300,Republican,party,REP,0.05,0.95,0.07,0.03,0.07,2708.842465000001,11859.7318,True,False,2026-05-03T09:50:17.02821Z,2026-05-03T09:51:06.818521+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
SC,South Carolina,57669,south-carolina-senate-election-winner,South Carolina Senate Election Winner,https://polymarket.com/event/south-carolina-senate-election-winner,630925,will-the-republicans-win-the-south-carolina-senate-race-in-2026,Will the Republicans win the South Carolina Senate race in 2026?,https://polymarket.com/event/south-carolina-senate-election-winner#630925,https://embed.polymarket.com/market?market=will-the-republicans-win-the-south-carolina-senate-race-in-2026&height=300,Republican,party,REP,0.79,0.21,0.77,0.77,0.81,10276.069674,10257.3814,True,False,2026-05-03T09:50:13.307979Z,2026-05-03T09:51:06.818561+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
SC,South Carolina,57669,south-carolina-senate-election-winner,South Carolina Senate Election Winner,https://polymarket.com/event/south-carolina-senate-election-winner,630924,will-the-democrats-win-the-south-carolina-senate-race-in-2026,Will the Democrats win the South Carolina Senate race in 2026?,https://polymarket.com/event/south-carolina-senate-election-winner#630924,https://embed.polymarket.com/market?market=will-the-democrats-win-the-south-carolina-senate-race-in-2026&height=300,Democrat,party,DEM,0.22,0.78,0.23,0.2,0.24,17616.185435999992,13905.2716,True,False,2026-05-03T09:50:13.307979Z,2026-05-03T09:51:06.818546+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
SD,South Dakota,57670,south-dakota-senate-election-winner,South Dakota Senate Election Winner,https://polymarket.com/event/south-dakota-senate-election-winner,630938,will-the-republicans-win-the-south-dakota-senate-race-in-2026,Will the Republicans win the South Dakota Senate race in 2026?,https://polymarket.com/event/south-dakota-senate-election-winner#630938,https://embed.polymarket.com/market?market=will-the-republicans-win-the-south-dakota-senate-race-in-2026&height=300,Republican,party,REP,0.915,0.085,0.86,0.9,0.93,2778.132376999999,756.8735,True,False,2026-05-03T09:50:16.66803Z,2026-05-03T09:51:06.818589+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
SD,South Dakota,57670,south-dakota-senate-election-winner,South Dakota Senate Election Winner,https://polymarket.com/event/south-dakota-senate-election-winner,630937,will-the-democrats-win-the-south-dakota-senate-race-in-2026,Will the Democrats win the South Dakota Senate race in 2026?,https://polymarket.com/event/south-dakota-senate-election-winner#630937,https://embed.polymarket.com/market?market=will-the-democrats-win-the-south-dakota-senate-race-in-2026&height=300,Democrat,party,DEM,0.0345,0.9655,0.02,0.011,0.058,1746.3448780000003,771.55249,True,False,2026-05-03T09:50:16.66803Z,2026-05-03T09:51:06.818604+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
TN,Tennessee,57671,tennessee-senate-election-winner,Tennessee Senate Election Winner,https://polymarket.com/event/tennessee-senate-election-winner,630951,will-the-republicans-win-the-tennessee-senate-race-in-2026,Will the Republicans win the Tennessee Senate race in 2026?,https://polymarket.com/event/tennessee-senate-election-winner#630951,https://embed.polymarket.com/market?market=will-the-republicans-win-the-tennessee-senate-race-in-2026&height=300,Republican,party,REP,0.95,0.05,0.95,0.94,0.96,10376.166439999994,13039.9535,True,False,2026-05-03T09:50:21.497021Z,2026-05-03T09:51:06.818652+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
TN,Tennessee,57671,tennessee-senate-election-winner,Tennessee Senate Election Winner,https://polymarket.com/event/tennessee-senate-election-winner,630950,will-the-democrats-win-the-tennessee-senate-race-in-2026,Will the Democrats win the Tennessee Senate race in 2026?,https://polymarket.com/event/tennessee-senate-election-winner#630950,https://embed.polymarket.com/market?market=will-the-democrats-win-the-tennessee-senate-race-in-2026&height=300,Democrat,party,DEM,0.055,0.945,0.05,0.05,0.06,8405.717458000041,14780.8959,True,False,2026-05-03T09:50:21.497021Z,2026-05-03T09:51:06.818637+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
TX,Texas,57672,texas-senate-election-winner,Texas Senate Election Winner,https://polymarket.com/event/texas-senate-election-winner,630964,will-the-republicans-win-the-texas-senate-race-in-2026,Will the Republicans win the Texas Senate race in 2026?,https://polymarket.com/event/texas-senate-election-winner#630964,https://embed.polymarket.com/market?market=will-the-republicans-win-the-texas-senate-race-in-2026&height=300,Republican,party,REP,0.545,0.455,0.55,0.54,0.55,106783.25747700006,31288.8342,True,False,2026-05-03T09:50:12.708895Z,2026-05-03T09:51:06.818697+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
TX,Texas,57672,texas-senate-election-winner,Texas Senate Election Winner,https://polymarket.com/event/texas-senate-election-winner,630963,will-the-democrats-win-the-texas-senate-race-in-2026,Will the Democrats win the Texas Senate race in 2026?,https://polymarket.com/event/texas-senate-election-winner#630963,https://embed.polymarket.com/market?market=will-the-democrats-win-the-texas-senate-race-in-2026&height=300,Democrat,party,DEM,0.46,0.54,0.47,0.45,0.47,87057.52201000006,32914.8592,True,False,2026-05-03T09:50:12.708895Z,2026-05-03T09:51:06.818683+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
VA,Virginia,57673,virginia-senate-election-winner,Virginia Senate Election Winner,https://polymarket.com/event/virginia-senate-election-winner,630976,will-the-democrats-win-the-virginia-senate-race-in-2026,Will the Democrats win the Virginia Senate race in 2026?,https://polymarket.com/event/virginia-senate-election-winner#630976,https://embed.polymarket.com/market?market=will-the-democrats-win-the-virginia-senate-race-in-2026&height=300,Democrat,party,DEM,0.925,0.075,0.91,0.92,0.93,7894.688954999995,12662.198,True,False,2026-05-03T09:50:19.634866Z,2026-05-03T09:51:06.818721+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
VA,Virginia,57673,virginia-senate-election-winner,Virginia Senate Election Winner,https://polymarket.com/event/virginia-senate-election-winner,630977,will-the-republicans-win-the-virginia-senate-race-in-2026,Will the Republicans win the Virginia Senate race in 2026?,https://polymarket.com/event/virginia-senate-election-winner#630977,https://embed.polymarket.com/market?market=will-the-republicans-win-the-virginia-senate-race-in-2026&height=300,Republican,party,REP,0.055,0.945,0.08,0.05,0.06,1049.10495,12519.4767,True,False,2026-05-03T09:50:19.634866Z,2026-05-03T09:51:06.818736+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
WV,West Virginia,57674,west-virginia-senate-election-winner,West Virginia Senate Election Winner,https://polymarket.com/event/west-virginia-senate-election-winner,630990,will-the-republicans-win-the-west-virginia-senate-race-in-2026,Will the Republicans win the West Virginia Senate race in 2026?,https://polymarket.com/event/west-virginia-senate-election-winner#630990,https://embed.polymarket.com/market?market=will-the-republicans-win-the-west-virginia-senate-race-in-2026&height=300,Republican,party,REP,0.945,0.055,0.92,0.93,0.96,4608.74725,11854.824,True,False,2026-05-03T09:50:08.236585Z,2026-05-03T09:51:06.818780+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
WV,West Virginia,57674,west-virginia-senate-election-winner,West Virginia Senate Election Winner,https://polymarket.com/event/west-virginia-senate-election-winner,630989,will-the-democrats-win-the-west-virginia-senate-race-in-2026,Will the Democrats win the West Virginia Senate race in 2026?,https://polymarket.com/event/west-virginia-senate-election-winner#630989,https://embed.polymarket.com/market?market=will-the-democrats-win-the-west-virginia-senate-race-in-2026&height=300,Democrat,party,DEM,0.019,0.981,0.05,0.009,0.029,3838.202599,1142.03842,True,False,2026-05-03T09:50:08.236585Z,2026-05-03T09:51:06.818765+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
WY,Wyoming,57675,wyoming-senate-election-winner,Wyoming Senate Election Winner,https://polymarket.com/event/wyoming-senate-election-winner,631003,will-the-republicans-win-the-wyoming-senate-race-in-2026,Will the Republicans win the Wyoming Senate race in 2026?,https://polymarket.com/event/wyoming-senate-election-winner#631003,https://embed.polymarket.com/market?market=will-the-republicans-win-the-wyoming-senate-race-in-2026&height=300,Republican,party,REP,0.935,0.065,0.94,0.93,0.94,6525.743310000003,12845.9362,True,False,2026-05-03T09:50:19.139318Z,2026-05-03T09:51:06.818801+00:00,,,Republican,REP,party_market_waiting_for_selected_file,0,
WY,Wyoming,57675,wyoming-senate-election-winner,Wyoming Senate Election Winner,https://polymarket.com/event/wyoming-senate-election-winner,631002,will-the-democrats-win-the-wyoming-senate-race-in-2026,Will the Democrats win the Wyoming Senate race in 2026?,https://polymarket.com/event/wyoming-senate-election-winner#631002,https://embed.polymarket.com/market?market=will-the-democrats-win-the-wyoming-senate-race-in-2026&height=300,Democrat,party,DEM,0.065,0.935,0.07,0.06,0.07,2437.507722,13584.4649,True,False,2026-05-03T09:50:19.139318Z,2026-05-03T09:51:06.818815+00:00,,,Democrat,DEM,party_market_waiting_for_selected_file,0,
