fec_candidate_id,candidate_name,committee_id,committee_name,designation,designation_full,committee_type,committee_type_full,is_principal
S6ID00146,"ACHILLES, TODD BAKER",C00909309,TODD ACHILLES FOR IDAHO,P,Principal campaign committee,S,Senate,True
S6TX00578,"ADEFOPE, JOHN",C00934158,TEXANS FOR ADEFOPE,P,Principal campaign committee,S,Senate,True
S6MS00109,"ADLAKHA, SARAH ANNE DR",C00900944,SARAH ADLAKHA FOR SENATE,P,Principal campaign committee,S,Senate,True
S6LA00706,"ALBARES, NICHOLAS S.",C00938944,NICHOLAS ALBARES FOR LOUISIANA,P,Principal campaign committee,S,Senate,True
S4ME00139,"ALCALA, NATASHA",C00867069,NATASHA 4 U.S. SENATE,P,Principal campaign committee,S,Senate,True
S6ME00308,"ALCALA, NATASHA",C00898080,NATASHA ALCALA 4 SENATE,P,Principal campaign committee,S,Senate,True
S6ME00423,"ALCORN, ETHAN WELD MR",C00942078,ETHAN FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S6TX00305,"ALLEN, KEITH",C00886291,KEITH ALLEN 4 CONGRESS,P,Principal campaign committee,H,House,True
S2MO00775,"ALLEN, ROBERT",C00810820,COMMITTEE TO ELECT ROBERT BULLET ALLEN,P,Principal campaign committee,S,Senate,True
S4TX00722,"ALLRED, COLIN",C00909572,ALLRED FOR TEXAS 2026,P,Principal campaign committee,S,Senate,True
S4TX00722,"ALLRED, COLIN",C00839597,FRIENDS OF COLIN ALLRED 2024,A,Authorized by a candidate,S,Senate,False
S6TX00438,"ALLRED, COLIN",C00909572,ALLRED FOR TEXAS 2026,P,Principal campaign committee,S,Senate,True
S6MT00295,"ALME, KURT",C00942060,ALME FOR SENATE,P,Principal campaign committee,S,Senate,True
S4MD00327,"ALSOBROOKS, ANGELA",C00840017,ALSOBROOKS FOR SENATE,P,Principal campaign committee,S,Senate,True
S6TX00370,"ALVAREZ, ANDREW",C00745356,ANDREW ALVAREZ FOR SENATE,P,Principal campaign committee,S,Senate,True
S4HI00201,"AMARAL, MELBA S S",C00882654,MELBA AMARAL FOR CONGRESS,P,Principal campaign committee,S,Senate,True
S4MI00694,"AMASH, JUSTIN",C00476291,JUSTIN AMASH FOR SENATE,P,Principal campaign committee,S,Senate,True
S4WI00173,"ANDERSON, PHILLIP NORMAN",C00835140,PHILLIP ANDERSON FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6WI00152,"ANDERSON, PHILLIP NORMAN",C00591123,ANDERSON FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6WI00152,"ANDERSON, PHILLIP NORMAN",C00835140,PHILLIP ANDERSON FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6SC04239,"ANDREWS, ANNIE",C00906024,DR. ANNIE ANDREWS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4TX00763,"ANDREWS, CODY",C00848069,CODY ANDREWS' CAMPAIGN,P,Principal campaign committee,S,Senate,True
S8NJ00392,"ANDREWS, ROBERT E",C00448654,ANDREWS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4TX00680,"ANDRUS, TRACY DR. SR.",C00892547,COMMITTEE TO ELECT TRACY ANDRUS FOR SENATOR,A,Authorized by a candidate,S,Senate,False
S4TX00680,"ANDRUS, TRACY DR. SR.",C00835108,COMMITTEE TO ELECT TRACY ANDRUS TO THE U.S. SENATE,A,Authorized by a candidate,S,Senate,False
S4MA00291,"ANTONELLIS, ROBERT JOSEPH",C00841080,ROBERT ANTONELLIS FOR US SENATE,P,Principal campaign committee,S,Senate,True
S4WA00565,"ARCHER, DESTINY MR",C00828103,DESTINY ARCHER CAMPAIGN COMMITTEE,P,Principal campaign committee,S,Senate,True
S6IA00314,"ARENHOLZ, ASHLEY HINSON",C00706267,ASHLEY FOR IOWA,P,Principal campaign committee,S,Senate,True
S4TX00599,"ARGUIJO, AARON",C00772772,AARON ARGUIJO FOR TEXAS US SENATE,P,Principal campaign committee,S,Senate,True
S6LA00516,"ARRINGTON, RANDALL STEVEN PHD",C00894097,COMMITTEE TO ELECT RANDALL ARRINGTON,P,Principal campaign committee,H,House,True
S6AR00207,"ASHBY, MICAH",C00919803,MICAH ASHBY FOR SENATE 2026,P,Principal campaign committee,S,Senate,True
S4CA01074,"ASTORGA, ALEX JOHN",C00878736,ALEXASTORGA4USA,P,Principal campaign committee,S,Senate,True
S6FL00749,"ATKINS, JOEY MENDOZA",C00907998,JOEY MENDOZA ATKINS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4WI00199,"AUBART, SCOTT ALAN MR",C00840843,SCOTT AUBART AMERICAN INDEPENDENT PARTY,P,Principal campaign committee,S,Senate,True
S6MT00261,"AUSTIN, KYLE",C00870352,AUSTIN FOR CONGRESS,P,Principal campaign committee,S,Senate,True
S6NE00178,"AXTELL SCHULTZ, DEBRA LEANNE MS",C00948760,DEBB AXTELL SCHULTZ FOR US SENATE,P,Principal campaign committee,S,Senate,True
S8MA00268,"AYYADURAI, SHIVA DR",C00638148,SHIVA 4 SENATE,P,Principal campaign committee,S,Senate,True
S8MA00268,"AYYADURAI, SHIVA DR",C00936542,SHIVA 4 SENATE,P,Principal campaign committee,S,Senate,True
S4MA00275,"AYYADURAI, SHIVA DR.",C00936542,SHIVA 4 SENATE,P,Principal campaign committee,S,Senate,True
S6CO00507,"BAISLEY, MARK",C00932848,BAISLEY FOR SENATE,P,Principal campaign committee,S,Senate,True
S2WI00219,"BALDWIN, TAMMY",C00525295,BALDWIN WISCONSIN VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00631960,BLUE SENATE 2018,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00529768,DEMOCRATIC SENATE MAJORITY VICTORY FUND 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00511279,GREEN SENATE 2012,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00637165,GREEN SENATE IMPACT 2018,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00502401,JUSTICE 2012,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00633925,JUSTICE 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00502740,MASSACHUSETTS WISCONSIN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00633073,MASSACHUSETTS WISCONSIN VICTORY FUND 2018,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00636803,MICHIGAN WISCONSIN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00528802,MIDWEST SENATE VICTORY 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00680066,MIDWEST WOMEN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00528786,OFF THE SIDELINES HI-ND-NV-WI,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00519223,PROGRESSIVE VICTORY 2012,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00655662,SECURE THE HEARTLAND FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00662114,SENATE IMPACT 2018,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00657569,SENATE IMPACT IN & WI,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00674192,SENATE IMPACT: MO & WI,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00633578,SENATE IMPACT: WI & ND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00662916,SENATE IMPACT WI & ND 2018,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00326801,TAMMY BALDWIN FOR SENATE,P,Principal campaign committee,S,Senate,True
S2WI00219,"BALDWIN, TAMMY",C00512277,TEXANS FOR A PROGRESSIVE SENATE,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00630467,TEXANS FOR A PROGRESSIVE SENATE,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00634352,UPPER MIDWEST WOMEN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00672527,WISCONSIN MINNESOTA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00505214,WISCONSIN SENATE 2012,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00666917,WISCONSIN SENATE VICTORY 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00648071,WISCONSIN VIRGINIA VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00527713,WOMEN 2 WIN,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00525493,WOMEN HOLD THE LINE,J,Joint fundraising committee,S,Senate,False
S2WI00219,"BALDWIN, TAMMY",C00685057,WOMEN ON THE ROAD 2018,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00511642,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING - BAY AREA,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00519405,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING - BOSTON,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00511626,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING -DENVER,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00511659,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING-LOS ANGELES,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00519462,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING-NEW YORK CITY,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00511634,WOMEN ON THE ROAD TO THE SENATE: 12 AND COUNTING-SEATTLE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S2WI00219,"BALDWIN, TAMMY",C00519470,WOMEN ON THE ROAD TO THE SENATE 12 AND COUNTING-WASHINGTON DC,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0MT00116,"BALLARD, JACK",C00714295,JACK BALLARD FOR MONTANA,P,Principal campaign committee,H,House,True
S6MT00253,"BANKHEAD, ALANI INES",C00937201,FRIENDS OF ALANI BANKHEAD,P,Principal campaign committee,S,Senate,True
S4IN00196,"BANKS, JAMES E. HON.",C00829416,BANKS FOR IN SENATE REPUBLICAN NOMINEE FUND 2024,A,Authorized by a candidate,S,Senate,False
S4IN00196,"BANKS, JAMES E. HON.",C00577999,BANKS FOR SENATE,P,Principal campaign committee,S,Senate,True
S8FL00323,"BAPTISTE, ASHLEY JEAN",C00921106,ASHLEY TESSIER FOR FLORIDA SENATE,P,Principal campaign committee,S,Senate,True
S4MD00533,"BARAKAT, MOHAMMED",C00871491,BARAKAT FOR US SENATE,P,Principal campaign committee,S,Senate,True
S2OR00127,"BARLOW, WILLIAM EDWARD MR. III",C00767020,WILL B. FRIENDS,P,Principal campaign committee,S,Senate,True
S2WI00441,"BARNES, MANDELA",C00784959,THE LONG RUN PAC,U,Unauthorized,Q,PAC - Qualified,False
S6WY00068,"BARRASSO, JOHN A",C00449850,2008 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00495390,2011 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00518597,2012 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00637181,2017 SENATORS CLASSIC COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00527432,BARRASSO & BERG JOINT COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00565556,BARRASSO CASSIDY VICTORY COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00527440,BARRASSO & CORKER JOINT COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00563973,BARRASSO COTTON VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00310482,BARRASSO FOR SENATE,P,Principal campaign committee,S,Senate,True
S6WY00068,"BARRASSO, JOHN A",C00576801,BARRASSO HELLER VICTORY FUND,J,Joint fundraising committee,Q,PAC - Qualified,False
S6WY00068,"BARRASSO, JOHN A",C00621573,BARRASSO LANKFORD VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00520510,BARRASSO & REHBERG JOINT COMMITTEE,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00548123,BARRASSO ROUNDS VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00546168,BARRASSO SCOTT VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00576652,BARRASSO TOOMEY VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6WY00068,"BARRASSO, JOHN A",C00544114,BARRASSO VICTORY COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6WY00068,"BARRASSO, JOHN A",C00436386,FRIENDS OF JOHN BARRASSO,P,Principal campaign committee,S,Senate,True
S6WY00068,"BARRASSO, JOHN A",C00446120,ROAD TO THE SENATE MAJORITY COMMITTEE,J,Joint fundraising committee,Q,PAC - Qualified,False
S6WY00068,"BARRASSO, JOHN A",C00500850,TENNESSEE SENATE VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6KY00286,"BARR, GARLAND ANDY",C00467571,"ANDY BARR FOR SENATE, INC.",P,Principal campaign committee,S,Senate,True
S0KY00396,"BARRON, STEPHEN BRADLEY",C00723270,BRAD BARRON FOR US SENATE,P,Principal campaign committee,S,Senate,True
S6IL00532,"BARTZIS, PANAGIOTI JOHN MR",C00906784,FRIENDS OF PANO BARTZIS FOR SENATE,P,Principal campaign committee,S,Senate,True
S4NJ00540,"BASHAW, CURTIS",C00866152,"CURTIS BASHAW FOR US SENATE, INC.",P,Principal campaign committee,S,Senate,True
S8MT00010,"BAUCUS, MAX",C00078865,BAUCUS '78 COMMITTEE,A,Authorized by a candidate,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00431627,BAUCUS JOHNSON VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00383497,BAUCUS VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00431346,BIG SKY SENATE 2008,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00471003,BIG SKY SENATE 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00377705,DASCHLE VICTORY FUND 2002,J,Joint fundraising committee,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00140871,FRIENDS OF MAX BAUCUS,A,Authorized by a candidate,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00209668,FRIENDS OF MAX BAUCUS,A,Authorized by a candidate,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00253872,FRIENDS OF MAX BAUCUS 1996,A,Authorized by a candidate,S,Senate,False
S8MT00010,"BAUCUS, MAX",C00365791,GOOD GOVERNMENT 2002,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00328211,MAX'S PAC,U,Unauthorized,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00364943,MONTANA 2002,J,Joint fundraising committee,X,Party - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00446690,MONTANA VICTORY 2008,J,Joint fundraising committee,Q,PAC - Qualified,False
S8MT00010,"BAUCUS, MAX",C00485524,MONTANA VICTORY 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00496331,MONTANA VICTORY 2014,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8MT00010,"BAUCUS, MAX",C00304857,SENATE VICTORY '96,J,Joint fundraising committee,Y,Party - Qualified,False
S6SC04262,"BAUER, ANDRE",C00909929,ANDRE BAUER FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S8IN00049,"BAYH, EVAN",C00383497,BAUCUS VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8IN00049,"BAYH, EVAN",C00621805,BAYH VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S8IN00049,"BAYH, EVAN",C00387142,DEMOCRATIC SENATE 2004,J,Joint fundraising committee,Q,PAC - Qualified,False
S8IN00049,"BAYH, EVAN",C00306860,EVAN BAYH COMMITTEE,P,Principal campaign committee,S,Senate,True
S8IN00049,"BAYH, EVAN",C00385138,LINCOLN BAYH VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S6DE00156,"BEARDSLEY, CHRISTOPHER MR.",C00927665,BEARDSLEY FOR SENATE,P,Principal campaign committee,S,Senate,True
S2NC00497,"BEASLEY, CHERI",C00777904,CHERI BEASLEY FOR NORTH CAROLINA,P,Principal campaign committee,S,Senate,True
S6SD01125,"BEAUDION, JULIAN C",C00901694,JULIAN FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S6MA00270,"BECH, NATHAN ALEXANDER",C00449397,COMMITTEE TO ELECT NATHAN BECH; THE,P,Principal campaign committee,S,Senate,True
S6OK04155,"BECK, WILLIAM EVAN SCOTT",C00899021,BECK  FOR SENATE,P,Principal campaign committee,S,Senate,True
S4NY00313,"BELLON, DAVID A. ESQ.",C00835199,DAVID A. BELLON FOR UNITED STATES SENATE,P,Principal campaign committee,S,Senate,True
S2NY00374,"BEN-AVI, TYRRELL",C00776468,TYRRELLNEWYORK,P,Principal campaign committee,S,Senate,True
S6TX00560,"BENDER, ANNA",C00930131,ANNA BENDER FOR SENATE,P,Principal campaign committee,S,Senate,True
S6SD01117,"BENGS, BRIAN",C00903641,BENGS FOR SOUTH DAKOTA,P,Principal campaign committee,S,Senate,True
S6MI00400,"BENHAM, KENT",C00901728,BENHAMFORSENATE,P,Principal campaign committee,S,Senate,True
S0CO00211,"BENNET, MICHAEL F.",C00489567,4 FOR SENATE VICTORY,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00458984,ARKANSAS COLORADO VICTORY,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00488650,BENNET CARNAHAN VICTORY FUND,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00458398,BENNET FOR COLORADO,P,Principal campaign committee,S,Senate,True
S0CO00211,"BENNET, MICHAEL F.",C00591263,BRING BACK SENSE TO THE SENATE 2016,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00589598,CO CT WA VICTORY 2016,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00614438,COLORADO OHIO VICTORY UND,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00466599,COLORADO SENATE 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00585737,COLORADO SENATE VICTORY 2016,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00475210,COLORADO VICTORY 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00484188,COMMITTEE FOR A BETTER FUTURE,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00489492,DELAWARE COLORADO VICTORY,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00461913,JARED POLIS VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00575522,JUSTICE 2016,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00487546,NEW YORK COLORADO VICTORY,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00590174,PEAKS AND PALMS SENATE VICTORY,J,Joint fundraising committee,X,Party - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00480798,SECURE OUR SENATE 2010,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00462473,SENATE VICTORY 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00612564,TAKE BACK THE MAJORITY 2016,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00545855,THE COLORADO WAY,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CO00211,"BENNET, MICHAEL F.",C00521153,VIRGINIA COLORADO FUND,J,Joint fundraising committee,S,Senate,False
S0CO00211,"BENNET, MICHAEL F.",C00485508,WIN2010,J,Joint fundraising committee,S,Senate,False
S6IL00391,"BENNETT, DOUGLAS",C00634808,FRIENDS OF DOUG BENNETT,P,Principal campaign committee,S,Senate,True
S4FL00751,"BENNETT, SHANTELE RENEE MS N/A",C00872895,SHANTELE BENNETT FOR U. S. SENATE,P,Principal campaign committee,S,Senate,True
S4IN00188,"BENSON, ERIK",C00788307,ERIK BENSON,P,Principal campaign committee,H,House,True
S4IN00170,"BENSON, ERIK",C00788307,ERIK BENSON,P,Principal campaign committee,H,House,True
S2AR00107,"BEQUETTE, JAKE MR.",C00784272,BEQUETTE FOR ARKANSAS,P,Principal campaign committee,S,Senate,True
S2NH00298,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S4MN00478,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S4MA00267,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S2OH00394,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S6IA00199,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S4TX00656,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S2WI00425,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S2MD00560,"BERMAN, JOHN",C00776807,BERMAN4CONGRESS2MAKE AMERICA GEEKY AGAIN,P,Principal campaign committee,S,Senate,True
S6FL00889,"BETTIS, SHAWN STEFAN",C00945709,SHAWN BETTIS,P,Principal campaign committee,S,Senate,True
S4MI00496,"BEYDOUN, NASSER",C00837112,COMMITTEE TO ELECT NASSER BEYDOUN,P,Principal campaign committee,S,Senate,True
S0TX00365,"BIERSCHWALE, VIRGIL",C00728477,BIERSCHWALE FOR U.S. SENATE,P,Principal campaign committee,S,Senate,True
S0TX00365,"BIERSCHWALE, VIRGIL",C00908087,VIRGIL BIERSCHWALE FOR U.S. SENATE 2026,P,Principal campaign committee,S,Senate,True
S8TN00337,"BLACKBURN, MARSHA MRS.",C00689471,FOUNDERS COMMITTEE; THE,J,Joint fundraising committee,S,Senate,False
S8TN00337,"BLACKBURN, MARSHA MRS.",C00683029,KEEP THE SENATE RED 2018,J,Joint fundraising committee,Y,Party - Qualified,False
S8TN00337,"BLACKBURN, MARSHA MRS.",C00376939,MARSHA FOR SENATE,P,Principal campaign committee,S,Senate,True
S8TN00337,"BLACKBURN, MARSHA MRS.",C00674770,WINSOME LEADERS I,J,Joint fundraising committee,S,Senate,False
S8TN00337,"BLACKBURN, MARSHA MRS.",C00686741,WINSOME LEADERS II,J,Joint fundraising committee,S,Senate,False
S8TN00337,"BLACKBURN, MARSHA MRS.",C00678235,WOMEN KEEP THE MAJORITY,J,Joint fundraising committee,S,Senate,False
S6MT00246,"BLACKWOLF, MICHAEL JAMES MR.",C00919936,BLACKWOLF FOR MONTANA,P,Principal campaign committee,S,Senate,True
S6DE00164,"BLAND, DEXTER",C00924811,BELIEVE IN BLAND,P,Principal campaign committee,S,Senate,True
S0CT00177,"BLUMENTHAL, RICHARD",C00489567,4 FOR SENATE VICTORY,J,Joint fundraising committee,S,Senate,False
S0CT00177,"BLUMENTHAL, RICHARD",C00492991,BLUMENTHAL FOR CONNECTICUT,P,Principal campaign committee,S,Senate,True
S0CT00177,"BLUMENTHAL, RICHARD",C00473587,BLUMENTHAL FOR SENATE,A,Authorized by a candidate,S,Senate,False
S0CT00177,"BLUMENTHAL, RICHARD",C00578427,BLUMENTHAL SENATE VICTORY,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CT00177,"BLUMENTHAL, RICHARD",C00589598,CO CT WA VICTORY 2016,J,Joint fundraising committee,S,Senate,False
S0CT00177,"BLUMENTHAL, RICHARD",C00484188,COMMITTEE FOR A BETTER FUTURE,J,Joint fundraising committee,S,Senate,False
S0CT00177,"BLUMENTHAL, RICHARD",C00489849,CONNECTICUT SENATE 2010,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CT00177,"BLUMENTHAL, RICHARD",C00488346,CONNECTICUT SENATE VICTORY FUND,J,Joint fundraising committee,N,PAC - Nonqualified,False
S0CT00177,"BLUMENTHAL, RICHARD",C00480798,SECURE OUR SENATE 2010,J,Joint fundraising committee,S,Senate,False
S4DE00060,"BLUNT ROCHESTER, LISA",C00843391,LISA BLUNT ROCHESTER FOR SENATE,P,Principal campaign committee,S,Senate,True
S6MT00287,"BODNAR, SETH",C00941708,SETH BODNAR FOR MONTANA,P,Principal campaign committee,S,Senate,True
S0NH00326,"BOLDUC, DONALD C.",C00711010,"BOLDUC 2022, INC.",P,Principal campaign committee,S,Senate,True
S0NH00326,"BOLDUC, DONALD C.",C00772921,BOLDUC FOR NH SENATE REPUBLICAN NOMINEE FUND 2022,A,Authorized by a candidate,S,Senate,False
S6MO00289,"BOND, CHRISTOPHER S",C00403428,BOND SENATE VICTORY COMMITTEE,J,Joint fundraising committee,X,Party - Nonqualified,False
S6MO00289,"BOND, CHRISTOPHER S",C00216705,KITPAC,U,Unauthorized,Q,PAC - Qualified,False
S6MO00289,"BOND, CHRISTOPHER S",C00203992,L A '86 DINNER COMMITTEE,J,Joint fundraising committee,N,PAC - Nonqualified,False
S6MO00289,"BOND, CHRISTOPHER S",C00405456,MAJORITY FUND FOR AMERICA'S FUTURE COMMITTEE THE,J,Joint fundraising committee,N,PAC - Nonqualified,False
